path,classification,reason,recommended_action
artifacts/models/final_model.pkl,PROTECTED_DO_NOT_TOUCH,selected/final model artifact,preserve in place
artifacts/models/final_model_columns.txt,PROTECTED_DO_NOT_TOUCH,selected/final model artifact,preserve in place
artifacts/models/lightgbm_final.joblib,PROTECTED_DO_NOT_TOUCH,selected/final model artifact,preserve in place
artifacts/models/model_columns.txt,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/audited_master_only_oof_predictions.csv,PROTECTED_DO_NOT_TOUCH,final prediction evidence,preserve in place
artifacts/predictions/audited_panel_unique_predictions.csv,PROTECTED_DO_NOT_TOUCH,final prediction evidence,preserve in place
artifacts/predictions/final_ensemble_oof_predictions.csv,PROTECTED_DO_NOT_TOUCH,final prediction evidence,preserve in place
artifacts/predictions/final_ensemble_panel_predictions.csv,PROTECTED_DO_NOT_TOUCH,final prediction evidence,preserve in place
artifacts/predictions/final_master_cv_predictions.csv,PROTECTED_DO_NOT_TOUCH,final prediction evidence,preserve in place
artifacts/predictions/final_panel_predictions.csv,PROTECTED_DO_NOT_TOUCH,final prediction evidence,preserve in place
artifacts/predictions/master_cv_model_predictions_phase9.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_folds/fold_0_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_folds/fold_1_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_folds/fold_2_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_folds/fold_3_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_folds/fold_4_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/model_zoo_panel_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/optuna_medical_candidate_oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/optuna_medical_candidate_panel_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/panel_unique_model_predictions_phase9.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/predictions/panel_unique_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/preprocessors/feature_engineer.joblib,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete
artifacts/preprocessors/final_preprocessor.pkl,PROTECTED_DO_NOT_TOUCH,selected/final preprocessing artifact,preserve in place
audit_outputs/00_repository_inventory.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/01_codebase_architecture.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/02_data_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/03_leakage_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/04_metric_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/05_validation_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/06_pipeline_bug_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/07_model_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/08_feature_engineering_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/09_threshold_calibration_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/10_explainability_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/11_inference_readiness_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/12_reproducibility_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/13_applied_fixes.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/14_final_model_verification.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/15_teknofest_readiness_verdict.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/audited_feature_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/audited_feature_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/class_distribution.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/data_shapes.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/duplicate_overlap_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/inference_smoke.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/missingness_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/recomputed_confusion_matrices.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/recomputed_master_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/recomputed_panel_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/recomputed_subgroup_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/recomputed_threshold_sweep.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/repository_file_listing.txt,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
audit_outputs/schema_mismatch_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
catboost_info/catboost_training.json,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
catboost_info/learn/events.out.tfevents,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
catboost_info/learn_error.tsv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
catboost_info/time_left.tsv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
configs/audited_final_model_config.json,ACTIVE_CORE,"source, configuration, or entry point",retain pending dependency review
data/processed/adsiz_dokuman_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/binary_al_flag_columns.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/cftr_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/cftr_prepared.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/cftr_unique.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/cftr_unique_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/codex_repository_pdf_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/engineered_feature_columns.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/first_section_overlap_summary.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/kanser_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/kanser_prepared.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/kanser_unique.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/kanser_unique_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/lgbm_best_params.json,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/lgbm_optuna_trials.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/master_contamination_aware_fold_summary.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/master_contamination_aware_folds.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/master_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/master_prepared.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/model_performance_improvement_plan_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/model_training_cv_results.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/model_training_cv_summary.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/pah_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/pah_prepared.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/pah_unique.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/pah_unique_engineered.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/panel_unique_lightgbm_results.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/pdr_template_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/phase9_pdf_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/prompt_pdf_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
data/processed/sartname_pdf_extracted.txt,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
models/feature_engineer.joblib,ACTIVE_CORE,unclassified project support file,retain pending review
models/lightgbm_final.joblib,ACTIVE_CORE,unclassified project support file,retain pending review
models/model_columns.txt,ACTIVE_CORE,unclassified project support file,retain pending review
notebooks/01_data_understanding.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
notebooks/02_feature_engineering_and_validation.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
notebooks/03_model_training_and_evaluation.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
notebooks/04_explainability_and_report_outputs.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/data_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/error_analysis_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/explainability_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/hyperparameter_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/leakage_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/metric_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/prioritized_fix_plan.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/subgroup_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/audit/threshold_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/figures/feature_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/figures/master_confusion_matrix.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/figures/subgroup_performance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/figures/threshold_optimization.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/error_analysis.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/feature_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/final_metric_verification.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/final_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/inference_dry_run.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/model_selection_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/pdr_evidence_summary.md,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/final/subgroup_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/submission.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/TEKNOFEST_MODEL_READINESS_REPORT.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final/threshold_sweep.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
outputs/final_submission_template.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/error_analysis.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/feature_importance.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/feature_importance.png,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/final_metric_verification.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/master_confusion_matrix.png,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/subgroup_metrics.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/subgroup_performance.png,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/threshold_optimization.png,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
outputs/pdr_assets/threshold_sweep.csv,PROTECTED_DO_NOT_TOUCH,raw/competition material or required source,preserve in place
README.md,PROTECTED_DO_NOT_TOUCH,reproducibility-critical project file,preserve in place
README_FINAL.md,ACTIVE_CORE,unclassified project support file,retain pending review
README_FINAL_INFERENCE.md,ACTIVE_CORE,unclassified project support file,retain pending review
reports/calibration_decision_review.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/current_results_verification.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/EDA_MODEL_BRIDGE.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/EDA_REPORT.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/figures/al_pca_cumulative_variance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/figures/eda_model_feature_alignment.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/figures/ek_spearman_correlation.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/figures/missingness_top80.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/figures/top10_numeric_boxplots.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/eda_model_feature_alignment.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/eda_panel_model_alignment.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/eda_to_model_decision_bridge.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase1_constant_near_constant.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase1_missingness_bands.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase1_missingness_profile.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase1_overlaps.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase1_schema_class_balance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_aa_frequency.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_aa_nonstandard_codes.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_aa_pairs.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_al_distribution_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_al_groups_by_n_notna.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_cat_label_rates.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_cat_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_ek_spearman_correlation.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase2_ek_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
reports/eda/tables/phase3_missingness_as_feature.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval
